ProductsName,Product Cost,Feedbacks,Link,Product_Img_Link,Details
"Soulflower Herbal Onion Biotin Shampoo & Super Rich Silicon Free Hair Conditioner made with the goodness of Rice Water, Plant Keratin  (550 ml)",1091.2,Fantastic results :- Too good :- Very nice and worth of money,https://www.flipkart.com/soulflower-herbal-onion-biotin-shampoo-super-rich-silicon-free-hair-conditioner-made-goodness-rice-water-plant-keratin/p/itmeed291893489b?pid=HTTG6DVRPNC2GJCE&lid=LSTHTTG6DVRPNC2GJCEDPCGBL&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_7_264&otracker=search&fm=organic&iid=0d626a42-58d4-4a59-9efd-573b1e69ce38.HTTG6DVRPNC2GJCE.SEARCH&ppt=None&ppn=None&ssid=jiqp5c0s4w0000001687547478732&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l3hmwsw0/hair-treatment/c/4/d/550-herbal-onion-biotin-shampoo-super-rich-silicon-free-hair-original-imagehe5zzj6zq3h.jpeg?q=70,"Soulflower’s Herbal Combo of Onion Shampoo and Conditioner, Helps tame frizz and gives a beautiful shine to your hair,Makes hair soft and bouncy,Polishes and protects your hair strands,Makes hair manageable,Improves hair texture ,Soulflower’s Herbal Super Rich Conditioner:,Protects and anchors hair and reduces hair fall,Stimulates hair growth ,Rice water formulation helps repair damaged hair,Helps increase hair elasticity, gently cleanses scalpModel Name	Herbal Onion Biotin Shampoo & Super Rich Silicon Free Hair Conditioner made with the goodness of Rice Water, Plant Keratin
Sales Package	1 Herbal Onion Biotin Shampoo 300ml, 1 Herbal Super Rich Silicon Free Conditioner 250ml
Quantity	550 ml
Formula	Lotion
Pack of	2
Professional Care	Yes
Gift Pack	No
Organic	Yes
Applied For	Anti-dandruff, Anti-hair Fall, Daily Care, Damage Repair, Deep Conditioning, Frizz Control, Hair Volumizing, Nourishment & Moisturization, Split-ends, Straightening & Smoothening
Hair Condition	Damaged Hair, Chemically Treated Hair, Colored Hair, Permed Hair
Country of Origin	India
Net Quantity	550 mlFor: Damaged Hair, Chemically Treated Hair, Colored Hair, Permed Hair For Men & Women Type: Anti-dandruff Treatment, Hair-growth Treatment, Hair-fall Treatment, Scalp Treatment, Hair Repair Treatment Quantity: 550 ml Sulfate Free"
WELLA PROFESSIONAL INVIGO NUTRI-ENRICH SHAMPOO & CONDITIONER  (2 Items in the set),1968.0,Very nice :- Good :- super,https://www.flipkart.com/wella-professional-invigo-nutri-enrich-shampoo-conditioner/p/itm8f850fafe0a33?pid=CBKFGGD3A2UAVGBZ&lid=LSTCBKFGGD3A2UAVGBZHVVLNJ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_7_270&otracker=search&fm=organic&iid=0d626a42-58d4-4a59-9efd-573b1e69ce38.CBKFGGD3A2UAVGBZ.SEARCH&ppt=None&ppn=None&ssid=jiqp5c0s4w0000001687547478732&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jy90eq80/combo-kit/g/b/z/invigo-nutri-enrich-shampoo-conditioner-dr4555-wella-original-imafggch4hygwhkb.jpeg?q=70,"WELLA PROFESSIONAL INVIGO NUTRI-ENRICH SHAMPOO & CONDITIONERModel Number	DR4555
Sales Package	1 SHAMPOO, 1 CONDITIONER
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product For Professional Care"
"BIOTIQUE Pack of 2 Green Apple Fresh Daily Purifying Shampoo And Conditioner, 190ml ( For All Skin Types )  (190 ml)",492.8,Nice :- Paking is very good :- Nice,https://www.flipkart.com/biotique-pack-2-green-apple-fresh-daily-purifying-shampoo-conditioner-190ml-all-skin-types/p/itma2807b88917c6?pid=SMPFWD7TKQHTAGUZ&lid=LSTSMPFWD7TKQHTAGUZQCL0XW&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_8_304&otracker=search&fm=organic&iid=fa21ad65-4454-4ecf-87c4-247a7299dac8.SMPFWD7TKQHTAGUZ.SEARCH&ppt=None&ppn=None&ssid=71rwqe2gsw0000001687547480256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kg2l47k0/shampoo/g/u/z/190-pack-of-2-green-apple-fresh-daily-purifying-shampoo-and-original-imafwdhvhwgagvqw.jpeg?q=70,"This refreshing formula blends the natural sap of the margosa and euphorbia trees with the bhringraj herb to control dandruff. Eliminates the dryness, flaking and itching associated with dandruff. Special pH balanced formula is gentle enough for use every day. Leaves hair fresh, lustrous and full of natural body.This nourishing shampoo is a blend of pure kelp, natural proteins, peppermint oil and mint leaf extract, to gently cleanse hair and invigorate the scalp for fresh growth and healthier shine. This refreshing formula is blended with pure green apple extract, sea algae and centella, to purify and nourish the scalp and hair with natural minerals and proteins. Special pH balanced formula is gentle enough to use every day. Leaves hair refreshed and full of natural body and shine.Applied For	Straightening & Smoothening, Daily Care, Hair Shine, Anti-hair Fall
Hair Type	All Hair Types
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	2Straightening & Smoothening, Daily Care, Hair Shine, Anti-hair Fall Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
KHADI NATURAL Satritha Hair Cleanser/Shampoo and Hair Conditioner (Combo) (Pack of 2)  (420 ml),395.2000000000001,Good one. No much fragrance. :- Amazing product excellent amazing wow :- Product is good... I specially use for my daughter,https://www.flipkart.com/khadi-natural-satritha-hair-cleanser-shampoo-conditioner-combo-pack-2/p/itma35667e49c513?pid=SMPGEFJVZF4HEDCW&lid=LSTSMPGEFJVZF4HEDCWBU5YXG&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_8_309&otracker=search&fm=organic&iid=fa21ad65-4454-4ecf-87c4-247a7299dac8.SMPGEFJVZF4HEDCW.SEARCH&ppt=None&ppn=None&ssid=71rwqe2gsw0000001687547480256&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/l2rwzgw0/shampoo/x/v/6/420-satritha-hair-cleanser-and-hair-conditioner-combo-210ml-each-original-imagefjvqv8gaert.jpeg?q=70,"Satritha is a heritage ingredient that nourishes and strengthens the hair. It also makes the hair soft and gives it a glossy shine, fights dandruff and scaling of the scalp, combats and reduces various scalp issues while removing excess oil without disturbing the natural acid level. Suitable for all hair types.Applied For	Daily Care
Hair Type	All Hair Types
Ideal For	Men & Women
pack_of	2
Country of Origin	INDIADaily Care Shampoo Ideal For: Men & Women Suitable For: All Hair Types"
Tiens Capellius 2 In 1 Argan and Avocado Shampoo with Conditioner (200ml) PACK-1  (200 ml),464.0,Average product :- Nicee :- Very nice product,https://www.flipkart.com/tiens-capellius-2-1-argan-avocado-shampoo-conditioner-200ml-pack-1/p/itm300425fabedc3?pid=SMPG3V85FK7NCQGA&lid=LSTSMPG3V85FK7NCQGAKPQD9W&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_9_334&otracker=search&fm=organic&iid=4b137ee9-c126-4803-85a3-f5ac49498a27.SMPG3V85FK7NCQGA.SEARCH&ppt=None&ppn=None&ssid=fqiqzj704w0000001687547481419&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kppt47k0/shampoo/p/h/a/capellius-2-in-1-argan-and-avocado-shampoo-with-conditioner-original-imag3w2ycpza9hsx.jpeg?q=70,"Natural cleaning process makes it gentle enough for everyday use::India's first shampoo made From ""Real Beer""::5 in 1 conditioning gives you 5 times more conditioned hair with proteins and natural bio-actives of barley and hops::Hops & yeast in beer helps to alleviate dandruff and reduces itchiness of scalp. All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This ShampooApplied For	Damage Repair, Deep Conditioning, Anti-dandruff, Anti-hair Fall, Hair Shine
Hair Type	All Hair Types
Composition	AQUA, FRUIT OIL , ARGAN , OLIVE , SEED EXTRACT, AVOCADO ETC
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	INDIADamage Repair, Deep Conditioning, Anti-dandruff, Anti-hair Fall, Hair Shine Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: AQUA, FRUIT OIL , ARGAN , OLIVE , SEED EXTRACT, AVOCADO ETC"
Oriflame Sweden HAIRX Advanced Care Ultimate Repair Nourishing Shampoo & Conditioner (Combo)  (450 ml),1230.4,Good,https://www.flipkart.com/oriflame-sweden-hairx-advanced-care-ultimate-repair-nourishing-shampoo-conditioner-combo/p/itm63d3ee69776d1?pid=SMPG49FHEPATEAFB&lid=LSTSMPG49FHEPATEAFBNCQEUM&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_9_336&otracker=search&fm=organic&iid=4b137ee9-c126-4803-85a3-f5ac49498a27.SMPG49FHEPATEAFB.SEARCH&ppt=None&ppn=None&ssid=fqiqzj704w0000001687547481419&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kq6yefk0/shampoo/v/h/j/450-hairx-advanced-care-ultimate-repair-nourishing-shampoo-original-imag49ffp8chd7sk.jpeg?q=70,"A revitalising and rejuvenating shampoo that gently cleanses damaged and over-processed hair, leaving it feeling soft, supple and healthy, Nourishing and rejuvenating conditioner, specially designed to help damaged and over-processed hair regain its natural softnessApplied For	Damage Repair, Deep Conditioning, Nourishment & Moisturization
Hair Type	All Hair Types
Composition	AQUA, SODIUM LAURETH SULFATE,COCO-CAPRYLATE/CAPRATE, ASPARTIC ACID, PARFUM, HYDROXYETHYLCELLULOSE
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaDamage Repair, Deep Conditioning, Nourishment & Moisturization Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: AQUA, SODIUM LAURETH SULFATE,COCO-CAPRYLATE/CAPRATE, ASPARTIC ACID, PARFUM, HYDROXYETHYLCELLULOSE"
BIOTIQUE Bio Green Apple Fresh Daily Purifying Shampoo & Conditioner (For Oily Hair & Scalp)  (180 ml),264.0,Smell is owsm.. i loved ths 😊 :- This product is very good for oily hair and dandruff. :- Nice product,https://www.flipkart.com/biotique-bio-green-apple-fresh-daily-purifying-shampoo-conditioner-for-oily-hair-scalp/p/itmaabfeeec0bc70?pid=SMPFTZ5GYMMVGQA7&lid=LSTSMPFTZ5GYMMVGQA7BWEC5S&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_9_353&otracker=search&fm=organic&iid=4b137ee9-c126-4803-85a3-f5ac49498a27.SMPFTZ5GYMMVGQA7.SEARCH&ppt=None&ppn=None&ssid=fqiqzj704w0000001687547481419&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kcz4rrk0/shampoo/q/a/7/180-bio-green-apple-fresh-daily-purifying-shampoo-conditioner-original-imaftz7vhfzjkhy2.jpeg?q=70,"This refreshing formula is blended with pure green apple extract, sea algae and centella, to purify and nourish the scalp and hair with natural minerals and proteins. Special pH balanced formula is gentle enough to use every day. Leaves hair refreshed and full of natural body and shine.Applied For	Hair Shine, Straightening & Smoothening, Scalp Cleansing
Hair Type	Oily Hair
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1Hair Shine, Straightening & Smoothening, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: Oily Hair"
Revlon 1 FLEX BODY BUILDING PROTEIN SHAMPOO 592 ML FOR BOUNCY HAIR WITH CLEAN AND HEALTHY SHINE+1 FLEX REGULAR PROTEIN CONDITIONER 592 ML  (592 ml),638.4000000000001,waste of money :- Good ❤ :- Afforable okay product,https://www.flipkart.com/revlon-1-flex-body-building-protein-shampoo-592-ml-bouncy-hair-clean-healthy-shine-1-regular-conditioner/p/itmfbejfpkghyyqm?pid=CNDFBDGKCSAP4MRR&lid=LSTCNDFBDGKCSAP4MRRT1S4SJ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_9_359&otracker=search&fm=organic&iid=4b137ee9-c126-4803-85a3-f5ac49498a27.CNDFBDGKCSAP4MRR.SEARCH&ppt=None&ppn=None&ssid=fqiqzj704w0000001687547481419&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/jp2xoy80/conditioner/m/r/r/592-1-flex-body-building-protein-shampoo-592-ml-for-bouncy-hair-original-imafbdhrfztynubh.jpeg?q=70,"EACH COMBO PACK CONTAINS - 1 REVLON FLEX BODY BUILDING PROTEIN SHAMPOO 592 ML FOR BOUNCY HAIR WITH CLEAN AND HEALTHY SHINE+1 REVLON FLEX REGULAR PROTEIN CONDITIONER 592 MLIdeal For	Men & Women
Hair Type	All Hair Types
Applied For	Hair ShineFor Hair Shine Suitable For All Hair Types Men & Women Conditioner"
"Ayur Herbal Amla and Shikakai Shampoo With Extra Conditioner, 1000ML  (1000 ml)",478.4,Good :- Good product :- Good shampoo,https://www.flipkart.com/ayur-herbal-amla-shikakai-shampoo-extra-conditioner-1000ml/p/itm355c5638edeab?pid=SMPGY6TFVCHEAYJC&lid=LSTSMPGY6TFVCHEAYJCRBCAHH&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_9_360&otracker=search&fm=organic&iid=4b137ee9-c126-4803-85a3-f5ac49498a27.SMPGY6TFVCHEAYJC.SEARCH&ppt=None&ppn=None&ssid=fqiqzj704w0000001687547481419&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kkyc9zk0/shampoo/s/j/e/1000-herbal-amla-and-shikakai-shampoo-with-extra-conditioner-original-imagy6szh7x9d93z.jpeg?q=70,"It is an excellent combination of nourishing, cleansing and foaming agent. Amla stimulates hair follicles to promote hair growth, it also improves texture of the hair, shikakai is mild cleanser & Extra conditioner, which removes dirt without striping natural oils. Reetha has natural foaming properties to give your hair an extra bounce.Applied For	Deep Conditioning, Daily Care, Anti-hair Fall, Damage Repair, Straightening & Smoothening, Nourishment & Moisturization, Anti-dandruff
Hair Type	All Hair Types
Composition	Amla & Shikakai With Extra Conditioner
Container Type	Plastic Bottle
Ideal For	Men & Women
pack_of	1
Country of Origin	IndiaDeep Conditioning, Daily Care, Anti-hair Fall, Damage Repair, Straightening & Smoothening, Nourishment & Moisturization, Anti-dandruff Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Amla & Shikakai With Extra Conditioner"
look hair Onion Black Seed Hair Oil With Onion Conditioner + Apple Shampoo  (800 ml),636.8000000000001,"Very good quality and quantity is good smell is amazing i love fragrance, packing good, fighting all hair problems, i feel after useing my hair is very smooth totally very good product iam full satisfaction :- Good product 👍 :- Hair fall not stoped hated it",https://www.flipkart.com/look-hair-onion-black-seed-oil-conditioner-apple-shampoo/p/itm4e53f9a7168f2?pid=SMPFVV5GNVAXYAUS&lid=LSTSMPFVV5GNVAXYAUSZIKZOY&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_10_370&otracker=search&fm=organic&iid=45e5f0a7-c681-4a75-a26a-b523257ad746.SMPFVV5GNVAXYAUS.SEARCH&ppt=None&ppn=None&ssid=8a1czta25s0000001687547483108&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kfeamq80/shampoo/a/u/s/800-onion-black-seed-hair-oil-with-onion-conditioner-apple-original-imafvvb4muvfypkg.jpeg?q=70,"Helps dandruff, itchy and dry scalp - apple cider vinegar has antibacterial and antifungal properties that can help this condition, by gently unclogging the crustsApplied For	Daily Care, Deep Conditioning, Anti-hair Fall, Hair Volumizing, Straightening & Smoothening
Hair Type	Dry Hair
Container Type	Jar
Ideal For	Men & Women
pack_of	3Daily Care, Deep Conditioning, Anti-hair Fall, Hair Volumizing, Straightening & Smoothening Shampoo Ideal For: Men & Women Suitable For: Dry Hair"
Head and Shoulders (2 in 1 Dandruff And Conditioner) Cool menthol Shampoo 340ml set of 1  (340 ml),654.4000000000001,Good,https://www.flipkart.com/head-shoulders-2-1-dandruff-conditioner-cool-menthol-shampoo-340ml-set/p/itm0bf4a1c6fbeb5?pid=SMPGA8YRKPZSZHTM&lid=LSTSMPGA8YRKPZSZHTM5WQYBZ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_10_374&otracker=search&fm=organic&iid=45e5f0a7-c681-4a75-a26a-b523257ad746.SMPGA8YRKPZSZHTM.SEARCH&ppt=None&ppn=None&ssid=8a1czta25s0000001687547483108&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kxw5tow0/shampoo/5/0/0/340-2-in-1-dandruff-and-conditioner-cool-menthol-shampoo-340ml-original-imaga8yrfzyyzg3t.jpeg?q=70,"All types of shampoos are giving you best result for all types of hair problem all shampoo are best for you. Nourish your scalp with the moisturizing goodness of real natural effect softens and cleanses your hair leaving it healthier with every wash. Giving Long Strongest & Best Hair .giving You All Problems Free Hair Afte Use This ShampooApplied For	Anti-dandruff, Scalp Cleansing
Hair Type	All Hair Types
Composition	Ingredients: On Tag
Container Type	Plastic Bottle
Ideal For	Men & WomenAnti-dandruff, Scalp Cleansing Shampoo Ideal For: Men & Women Suitable For: All Hair Types Composition: Ingredients: On Tag"
HIMALAYA Anti Dandruff Shampoo 400 ml + Anti Dandruff Conditioner 100 ml (2 items in a pack)  (2 Items in the set),515.2,Gud but conditioner is too short :- Very nice products :- Ok,https://www.flipkart.com/himalaya-anti-dandruff-shampoo-400-ml-conditioner-100-2-items-pack/p/itm63ca00f9a8577?pid=CBKFUYKJHAFW5GTN&lid=LSTCBKFUYKJHAFW5GTNF0MXXZ&marketplace=FLIPKART&q=shampoo+and+conditioner&store=g9b%2Flcf%2Fqqm&srno=s_10_375&otracker=search&fm=organic&iid=45e5f0a7-c681-4a75-a26a-b523257ad746.CBKFUYKJHAFW5GTN.SEARCH&ppt=None&ppn=None&ssid=8a1czta25s0000001687547483108&qH=1148f36cce7b3f9c,https://rukminim1.flixcart.com/image/612/612/kd1zngw0/combo-kit/g/t/n/anti-dandruff-shampoo-400-ml-anti-dandruff-conditioner-100-ml-2-original-imafufm8cykbbrj2.jpeg?q=70,"It is specially formulated with the goodness of botanical extracts that helps fight dandruff and provide nourishment to hair. Fortified with herbal ingredients, this shampoo and conditioner is effective and gentle, leaving your hair beautiful and healthy.Model Number	Anti Dandruff Shampoo 400 ml + Anti Dandruff Conditioner 100 ml (2 items in a pack)
Sales Package	shampoo, conditioner
Ideal For	Men & Women
Type	Hair Care Combo
Gift Pack	No
Ingredient Type	Tea Tree and Aloe Vera
Net Quantity	2Pack of: 2 For: Men & Women Includes Hair Care Combo Organic Product"
